id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1271497830704779264,1271497830704779264,1591983680000,2020-06-12,13:41:20,EDT,1244383035476279299,globalportolan,John Barrett,,Clean nuclear energy produces 60% of Ontario's power day-after-day. See  http://www.ieso.ca  for hourly electricity production in Ontario. Compelling data for evidence-based energy policies!  #cleanenergyCanada #recoveryproj #renewableenergy #EnvironmentalJustice https://twitter.com/GrantChalmers/status/1271245363811213312 …,[],"['http://www.ieso.ca', 'https://twitter.com/GrantChalmers/status/1271245363811213312']",[],0,0,0,"['#cleanenergycanada', '#recoveryproj', '#renewableenergy', '#environmentaljustice']",[],https://twitter.com/GlobalPortolan/status/1271497830704779264,False,https://twitter.com/GrantChalmers/status/1271245363811213312,0,,,,,,,"[{'user_id': '1244383035476279299', 'username': 'GlobalPortolan'}]",,,,
1271497613456506880,1271497613456506880,1591983628000,2020-06-12,13:40:28,EDT,1120509151627472896,kbms1i9bccla02h,トーマ・イヴ (Thoma Yve),,"#Love
#Earth
#corona 

""Love this dying planet!""has been added to my page of note.
With this earth screaming due to global warming and nuclear energy、A homage for a world exposed to the corona vortex.
Since it is released for free, please have a look.
 https://note.com/masanobu1962/n/nffe3a3f526d4 …",[],['https://note.com/masanobu1962/n/nffe3a3f526d4'],[],0,1,2,"['#love', '#earth', '#corona']",[],https://twitter.com/kBms1I9bcClA02H/status/1271497613456506880,False,,0,,,,,,,"[{'user_id': '1120509151627472896', 'username': 'kBms1I9bcClA02H'}]",,,,
1271497492983472128,1271497492983472128,1591983600000,2020-06-12,13:40:00,EDT,2330731868,terrapower,TerraPower,,"We are excited to host our summer #interns virtually this year!  

We're incredibly proud to be able to offer this opportunity to students, who represent the future of nuclear energy, and invest in #STEM talent. 💡📚🔬 pic.twitter.com/Tvrtn2f199",[],[],['https://pbs.twimg.com/media/EaUq2mjWkAADFJR.jpg'],0,0,2,"['#interns', '#stem']",[],https://twitter.com/TerraPower/status/1271497492983472128,False,,0,,,,,,,"[{'user_id': '2330731868', 'username': 'TerraPower'}]",,,,
1271496929919160321,1271496929919160321,1591983466000,2020-06-12,13:37:46,EDT,977206409690427393,ramblingwilliam,William Kowalski,,US Government Proposes to Lift Ban on Financing Nuclear Energy Projects Overseas -  http://eepurl.com/g63Ayn ,[],['http://eepurl.com/g63Ayn'],[],0,0,0,[],[],https://twitter.com/RamblingWilliam/status/1271496929919160321,False,,0,,,,,,,"[{'user_id': '977206409690427393', 'username': 'RamblingWilliam'}]",,,,
1271495642964209664,1271495642964209664,1591983159000,2020-06-12,13:32:39,EDT,4925210807,clearpathaction,ClearPath Action,,"To translate in plain English, we need to get serious about having complete #NuclearEnergy testing capabilities — ASAP. Check out our blog on why the U.S. needs the Versatile Test Reactor:  https://clearpath.org/our-take/lets-show-the-world-were-serious-about-nuclear-energy/ …",[],['https://clearpath.org/our-take/lets-show-the-world-were-serious-about-nuclear-energy/'],[],0,0,0,['#nuclearenergy'],[],https://twitter.com/ClearPathAction/status/1271495642964209664,False,,0,,,,,,,"[{'user_id': '4925210807', 'username': 'ClearPathAction'}]",,,,
1271495177354596352,1271495177354596352,1591983048000,2020-06-12,13:30:48,EDT,2880936009,ictperspectives,ICTperspectives,,"Nuclear Power in Bulgaria | Bulgarian nuclear energy - World Nuclear Association  https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/bulgaria.aspx?fbclid=IwAR3wl8oK9I2gkOlaQougUQKnfLFoQDiyg_nYrSVyvdx0oyZCLrsZwyScqxQ#.XuO7llrv6sA.twitter …
Ядрена техника в България",[],['https://www.world-nuclear.org/information-library/country-profiles/countries-a-f/bulgaria.aspx?fbclid=IwAR3wl8oK9I2gkOlaQougUQKnfLFoQDiyg_nYrSVyvdx0oyZCLrsZwyScqxQ#.XuO7llrv6sA.twitter'],[],0,1,0,[],[],https://twitter.com/ICTperspectives/status/1271495177354596352,False,,0,,,,,,,"[{'user_id': '2880936009', 'username': 'ICTperspectives'}]",,,,
1271495023691837443,879403161810808833,1591983011000,2020-06-12,13:30:11,EDT,1150111122462109696,brianhusted5,brian husted,,"I will agree to disagree,The main problem is we gave up on it, our methods of producing energy today cause more pollution,And death in one year then nuclear energy has in the last 60 years,And that’s including Hiroshima,and Nagasaki","['notmattrellen', 'cloudzzz757', 'paronoidthe', 'alshadowdancer', 'dennisabm', 'donnnie', 'mick719', 'lovestr50361283', 'imontheright2', 'philipemskinne1', 'black_is_back5', 'thumper5465', 'galifreytoearth', 'boodacat2020', 'hurrnot', 'sbdsoultrain', 'usaneedsheroes', 'star_tard', 'zaharias19', 'lastlaughaemial', 'chrisadams66', 'star_lord_guy', 'tumultuousdon', 'shrekthepunk', 'misshellca', 'instinctnaturel', 'flattielover', 'suzanne_vacay', 'alawnguy', 'hildolfr3', 'ichismom', '1quetzalcoatl1', 'trumpsugar', 'vickie627', 'rickysi16087724', 'docholiday__', 'supremeslaya', 'immortalmrallow', 'tempieton_peck', 'charlie_2u', 'calijeff1', 'josephs08455956', 'gopkleptocrat', 'cdnshade', 'redds___', 'santago_', 'ourtriviallife', 'rightinca', '2tall2fall4it']",[],[],1,0,1,[],[],https://twitter.com/brianhusted5/status/1271495023691837443,False,,0,,,,,,,"[{'user_id': '1150111122462109696', 'username': 'brianhusted5'}, {'user_id': '3018534374', 'username': 'NotMattrellen'}, {'user_id': '1242191254449991688', 'username': 'cloudzzz757'}, {'user_id': '1231972822924353536', 'username': 'ParonoidThe'}, {'user_id': '31551908', 'username': 'alshadowdancer'}, {'user_id': '75079148', 'username': 'Dennisabm'}, {'user_id': '15089203', 'username': 'donnnie'}, {'user_id': '24679149', 'username': 'mick719'}, {'user_id': '1225571051758931969', 'username': 'Lovestr50361283'}, {'user_id': '1266764557684334592', 'username': 'imontheright2'}, {'user_id': '869248847360536576', 'username': 'PhilipEMSkinne1'}, {'user_id': '1075803653292867588', 'username': 'Black_is_back5'}, {'user_id': '288891506', 'username': 'Thumper5465'}, {'user_id': '1243723769857880064', 'username': 'GalifreyToEarth'}, {'user_id': '1154074176749211649', 'username': 'boodacat2020'}, {'user_id': '1257453417632391169', 'username': 'HurrNot'}, {'user_id': '950355282', 'username': 'SBDSoultrain'}, {'user_id': '1092872713885151232', 'username': 'UsaNeedsHeroes'}, {'user_id': '1263947759582941185', 'username': 'star_tard'}, {'user_id': '970321292468551687', 'username': 'zaharias19'}, {'user_id': '1143109947149832192', 'username': 'LastLaughAemial'}, {'user_id': '1221920707342487552', 'username': 'ChrisAdams66'}, {'user_id': '1195500594531725312', 'username': 'Star_Lord_Guy'}, {'user_id': '2767500935', 'username': 'TumultuousDon'}, {'user_id': '3733796722', 'username': 'shrekthepunk'}, {'user_id': '1088994149062238208', 'username': 'misshellca'}, {'user_id': '2246350868', 'username': 'instinctnaturel'}, {'user_id': '346154820', 'username': 'Flattielover'}, {'user_id': '2956681072', 'username': 'Suzanne_Vacay'}, {'user_id': '583505764', 'username': 'Alawnguy'}, {'user_id': '1098421711370780672', 'username': 'Hildolfr3'}, {'user_id': '793990183775596544', 'username': 'ichismom'}, {'user_id': '778699196077531136', 'username': '1Quetzalcoatl1'}, {'user_id': '1029533569197199360', 'username': 'TrumpSugar'}, {'user_id': '189042188', 'username': 'Vickie627'}, {'user_id': '781838159134896128', 'username': 'RickySi16087724'}, {'user_id': '1245383534904254466', 'username': 'docholiday__'}, {'user_id': '1215656389357588480', 'username': 'SupremeSlaya'}, {'user_id': '1264207300195225600', 'username': 'ImmortalMrAllow'}, {'user_id': '1246488679415074816', 'username': 'TempIeton_Peck'}, {'user_id': '1208401662844518400', 'username': 'Charlie_2u'}, {'user_id': '1126385518109847559', 'username': 'calijeff1'}, {'user_id': '1262835165296025601', 'username': 'JosephS08455956'}, {'user_id': '372024942', 'username': 'GOPkleptocrat'}, {'user_id': '2584072023', 'username': 'CdnShade'}, {'user_id': '1225858971438850049', 'username': 'Redds___'}, {'user_id': '1215712166969516032', 'username': 'Santago_'}, {'user_id': '1160310982876508163', 'username': 'OurTrivialLife'}, {'user_id': '2596927795', 'username': 'RightinCA'}, {'user_id': '1076935309605175296', 'username': '2tall2fall4it'}]",,,,
1271492753243938816,1271492753243938816,1591982470000,2020-06-12,13:21:10,EDT,226310002,iam__network,IAM Platform,,"Four new renewable energy projects in South Africa receive support from MIGA 

READ MORE:  https://blog.iammarketingmedia.com/four-new-renewable-energy-projects-in-south-africa-receive-support-from-miga/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/ZXpMewMs2w",[],['https://blog.iammarketingmedia.com/four-new-renewable-energy-projects-in-south-africa-receive-support-from-miga/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EaU_67ZXgAA-XQu.jpg'],0,4,0,"['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']",[],https://twitter.com/IAM__Network/status/1271492753243938816,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1271492492177874944,1271492492177874944,1591982407000,2020-06-12,13:20:07,EDT,968813262,uae_forsan,UAE - F o r s a n,,"Ali Salem Al Nuaimi, Project Manager at the Emirates Nuclear Energy Corporation, expressed pride of being part of the mega-project

#أنت_مسؤول
#YouAreResponsible pic.twitter.com/O9628r1eiA",[],[],[],0,102,4,"['#أنت_مسؤول', '#youareresponsible']",[],https://twitter.com/UAE_Forsan/status/1271492492177874944,False,,1,,,,,,,"[{'user_id': '968813262', 'username': 'UAE_Forsan'}]",,,,
1271492342659321860,1271492342659321860,1591982372000,2020-06-12,13:19:32,EDT,226310002,iam__network,IAM Platform,,"The sun’s rays can electrify plants into producing renewable energy, study finds 

READ MORE:  https://blog.iammarketingmedia.com/the-suns-rays-can-electrify-plants-into-producing-renewable-energy-study-finds/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/lPOU5cm4nZ",[],['https://blog.iammarketingmedia.com/the-suns-rays-can-electrify-plants-into-producing-renewable-energy-study-finds/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EaU_jA4XsAAWz2P.jpg'],0,1,0,"['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']",[],https://twitter.com/IAM__Network/status/1271492342659321860,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1271489365546602502,1271489365546602502,1591981662000,2020-06-12,13:07:42,EDT,871786450056073219,mrspoon1313,Spøon 🇬🇧 🇺🇦 🇪🇺,,"If we move from oil to green and nuclear energy we could probably end a lot of wars. Nobody will give a fuck about securing oil reserves when all you need is the wind, sun or some uranium.",[],[],[],2,0,1,[],[],https://twitter.com/Mrspoon1313/status/1271489365546602502,False,,0,,,,,,,"[{'user_id': '871786450056073219', 'username': 'Mrspoon1313'}]",,,,
1271488501553475584,1271488501553475584,1591981456000,2020-06-12,13:04:16,EDT,226310002,iam__network,IAM Platform,,"India targets lofty renewable energy goals with $6 billion deal to ramp up solar 

READ MORE:  https://blog.iammarketingmedia.com/india-targets-lofty-renewable-energy-goals-with-6-billion-deal-to-ramp-up-solar/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/ChPVotwFX7",[],['https://blog.iammarketingmedia.com/india-targets-lofty-renewable-energy-goals-with-6-billion-deal-to-ramp-up-solar/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EaU8Dc7XgAURc_1.jpg'],0,2,1,"['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']",[],https://twitter.com/IAM__Network/status/1271488501553475584,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1271488485518696449,1271461366906445825,1591981452000,2020-06-12,13:04:12,EDT,425116151,0sundance,Dr. Sundance,,"Try There Is No Climate Crisis by the Failing Climate Models & be sure to watch Michael Moore's movie on the renewable energy scam that was just put back up on YouTube after the RE scam artists, had it removed temporarily. Support nuclear energy too👍💯
 https://www.youtube.com/watch?v=Zk11vI-7czE …","['uplantatree', 'goodguide']",['https://www.youtube.com/watch?v=Zk11vI-7czE'],[],1,0,0,[],[],https://twitter.com/0Sundance/status/1271488485518696449,False,,0,,,,,,,"[{'user_id': '425116151', 'username': '0Sundance'}, {'user_id': '264115689', 'username': 'UPlantATree'}, {'user_id': '17219555', 'username': 'GoodGuide'}]",,,,
1271487992876630017,1271487992876630017,1591981335000,2020-06-12,13:02:15,EDT,912616039271342081,uknuclearenergy,Nuclear - GB Grid,,GB Grid: #Nuclear is generating 4.20GW (14.03%) out of 29.96GW,[],[],[],0,0,0,['#nuclear'],[],https://twitter.com/UKNuclearEnergy/status/1271487992876630017,False,,0,,,,,,,"[{'user_id': '912616039271342081', 'username': 'UKNuclearEnergy'}]",,,,
1271487959695581184,1271487959695581184,1591981327000,2020-06-12,13:02:07,EDT,424387810,leadersandbest,Leaders and Best,,"A three-year, $5.2M grant will fund a new project led by U-M, which will bring together nuclear engineers and computer scientists to create safer, more affordable nuclear energy solutions.

Check out the project:  http://myumi.ch/2DygX ",[],['http://myumi.ch/2DygX'],[],0,0,0,[],[],https://twitter.com/LeadersandBest/status/1271487959695581184,False,,0,,,,,,,"[{'user_id': '424387810', 'username': 'LeadersandBest'}]",,,,
1271482296936198145,1271469148787208193,1591979977000,2020-06-12,12:39:37,EDT,1039092460482310144,honestcitizen8,honestcitizen,,"The Maintenance Costs of CNG Vehicles is also High compared to Fossil fuel Vehicles & Fully Electric Vehicles..

Certain Corrupt Politicians are day dreaming of trying to Promote Gas Based Economy in an Era driven by Fully Electric Vehicles & Nuclear Energy but may fail miserably","['etnowlive', 'tamannainamdar', 'mythilibhusnurm', 'ongc_', 'petroleummin']",[],[],0,0,0,[],[],https://twitter.com/honestcitizen8/status/1271482296936198145,False,,0,,,,,,,"[{'user_id': '1039092460482310144', 'username': 'honestcitizen8'}, {'user_id': '225012752', 'username': 'ETNOWlive'}, {'user_id': '75274969', 'username': 'TamannaInamdar'}, {'user_id': '773125411', 'username': 'MythiliBhusnurm'}, {'user_id': '2862755232', 'username': 'ONGC_'}, {'user_id': '2583583465', 'username': 'PetroleumMin'}]",,,,
1271480072269172746,1221058284561543168,1591979446000,2020-06-12,12:30:46,EDT,315607294,axel_hag,Axel Hag,,"Germany has pursued a bold 550 million euro transition plan away from Nuclear Energy towards a 100% renewables energy system.  The Energiewende as it is known also aims to phase out fossil fuels but remains heavily reliant on coal, natural gas and biomass to firm.....","['patrickkausw', 'bmu', 'svenjaschulze68', 'noz_de']",[],[],0,0,0,[],[],https://twitter.com/axel_hag/status/1271480072269172746,False,,0,,,,,,,"[{'user_id': '315607294', 'username': 'axel_hag'}, {'user_id': '2864188109', 'username': 'PatrickKausW'}, {'user_id': '164620984', 'username': 'bmu'}, {'user_id': '757979230244368385', 'username': 'SvenjaSchulze68'}, {'user_id': '28530929', 'username': 'noz_de'}]",,,,
1271479378183172096,1271460731905609729,1591979281000,2020-06-12,12:28:01,EDT,315607294,axel_hag,Axel Hag,,"Germany has pursued a bold 550 million euro transition plan away from Nuclear Energy towards a 100% renewables energy system.  The Energiewende as it is known also aims to phase out fossil fuels but remains heavily reliant on coal, natural gas and biomass........","['nuklearia', 'euronuclear']",[],[],0,0,0,[],[],https://twitter.com/axel_hag/status/1271479378183172096,False,,0,,,,,,,"[{'user_id': '315607294', 'username': 'axel_hag'}, {'user_id': '395859132', 'username': 'Nuklearia'}, {'user_id': '596509757', 'username': 'euronuclear'}]",,,,
1271478529553809409,1271478529553809409,1591979079000,2020-06-12,12:24:39,EDT,991675273610514432,adamusdfc,Adam Boehler,,"Thank you! Modernizing @DFCgov's nuclear energy policy could help ensure that developing countries have access to clean, and affordable energy sources. We look forward to the feedback from the comment period!  https://twitter.com/gepublicaffairs/status/1271147984466726912 …",['dfcgov'],['https://twitter.com/gepublicaffairs/status/1271147984466726912'],[],1,1,3,[],[],https://twitter.com/AdamUSDFC/status/1271478529553809409,False,https://twitter.com/GEpublicaffairs/status/1271147984466726912,0,,,,,,,"[{'user_id': '991675273610514432', 'username': 'AdamUSDFC'}, {'user_id': '123334719', 'username': 'DFCgov'}]",,,,
1271477568093462529,1271477568093462529,1591978849000,2020-06-12,12:20:49,EDT,21440507,philsystems,Philippi-Hagenbuch,,Learn more about #nuclearenergy in the US from the #WorldNuclearAssociation >>>  https://bit.ly/3dYtgSr  #IndustryFact #NMA #Uranium pic.twitter.com/uOsI59lDzO,[],['https://bit.ly/3dYtgSr'],['https://pbs.twimg.com/media/EaUyGb0XYAEn-LH.jpg'],0,0,1,"['#nuclearenergy', '#worldnuclearassociation', '#industryfact', '#nma', '#uranium']",[],https://twitter.com/PHILsystems/status/1271477568093462529,False,,0,,,,,,,"[{'user_id': '21440507', 'username': 'PHILsystems'}]",,,,
1271476659988959232,1271476659988959232,1591978633000,2020-06-12,12:17:13,EDT,226310002,iam__network,IAM Platform,,"Offshore wind offers ‘1.4TW potential by 2050’ 

READ MORE:  https://blog.iammarketingmedia.com/offshore-wind-offers-1-4tw-potential-by-2050/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/uiTwfY2vhr",[],['https://blog.iammarketingmedia.com/offshore-wind-offers-1-4tw-potential-by-2050/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EaUxSJhXgAAkdSy.jpg'],0,2,1,"['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']",[],https://twitter.com/IAM__Network/status/1271476659988959232,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1271474754554408971,1271474754554408971,1591978179000,2020-06-12,12:09:39,EDT,3194081710,arabweekly,The Arab Weekly,,"During a tour of the Barakah Nuclear Energy Plant, UAE Crown Prince Sheikh Mohamed bin Zayed Al Nahyan hailed the “remarkable progress” being made at the Emirati facility.  https://thearabweekly.com/uae-crown-prince-hails-remarkable-progress-barakah-nuclear-plant?utm_medium=Social&utm_source=Twitter#Echobox=1591978174 …",[],['https://thearabweekly.com/uae-crown-prince-hails-remarkable-progress-barakah-nuclear-plant?utm_medium=Social&utm_source=Twitter#Echobox=1591978174'],[],0,0,0,[],[],https://twitter.com/ArabWeekly/status/1271474754554408971,False,,0,,,,,,,"[{'user_id': '3194081710', 'username': 'ArabWeekly'}]",,,,
